date,temperature_max,temperature_min,temperature_mean,latitude,longitude,subzone_code,subzone_name,heating_degree_days,cooling_degree_days,country_code,zone_name
2024-01-01,9.9,3.6,6.2,40.8518,14.2681,IT-NAP,Naples,11.8,0,IT,Italy
2024-01-02,12.0,4.3,6.9,40.8518,14.2681,IT-NAP,Naples,11.1,0,IT,Italy
2023-12-30,-2.5,-7.8,-5.2,45.0703,7.6869,IT-TUR,Turin,23.2,0,IT,Italy
2023-12-31,0.8,-8.0,-3.0,45.0703,7.6869,IT-TUR,Turin,21.0,0,IT,Italy
2024-01-01,7.9,-1.8,3.2,45.0703,7.6869,IT-TUR,Turin,14.8,0,IT,Italy
2024-01-02,8.7,1.9,4.8,45.0703,7.6869,IT-TUR,Turin,13.2,0,IT,Italy
2023-12-30,-0.0,-3.0,-1.1,56.9496,24.1052,LV-RIG,Riga,19.1,0,LV,Latvia
2023-12-31,2.2,-2.1,1.0,56.9496,24.1052,LV-RIG,Riga,17.0,0,LV,Latvia
2024-01-01,-1.6,-10.1,-7.4,56.9496,24.1052,LV-RIG,Riga,25.4,0,LV,Latvia
2024-01-02,-9.4,-11.8,-10.6,56.9496,24.1052,LV-RIG,Riga,28.6,0,LV,Latvia
2023-12-30,-3.2,-7.4,-4.4,55.8747,26.5059,LV-DAU,Daugavpils,22.4,0,LV,Latvia
2023-12-31,0.3,-4.5,-1.4,55.8747,26.5059,LV-DAU,Daugavpils,19.4,0,LV,Latvia
2024-01-01,-5.0,-12.7,-9.9,55.8747,26.5059,LV-DAU,Daugavpils,27.9,0,LV,Latvia
2024-01-02,-13.1,-16.7,-15.5,55.8747,26.5059,LV-DAU,Daugavpils,33.5,0,LV,Latvia
2023-12-30,2.8,0.6,1.7,56.5053,21.0107,LV-LIE,Liepaja,16.3,0,LV,Latvia
2023-12-31,5.9,2.1,3.4,56.5053,21.0107,LV-LIE,Liepaja,14.6,0,LV,Latvia
2024-01-01,2.7,-7.4,-2.9,56.5053,21.0107,LV-LIE,Liepaja,20.9,0,LV,Latvia
2024-01-02,-5.0,-7.9,-6.5,56.5053,21.0107,LV-LIE,Liepaja,24.5,0,LV,Latvia
2023-12-30,-0.3,-4.4,-2.4,54.6872,25.2797,LT-VIL,Vilnius,20.4,0,LT,Lithuania
2023-12-31,-0.7,-3.5,-1.9,54.6872,25.2797,LT-VIL,Vilnius,19.9,0,LT,Lithuania
2024-01-01,-1.7,-12.7,-7.8,54.6872,25.2797,LT-VIL,Vilnius,25.8,0,LT,Lithuania
2024-01-02,-12.4,-15.2,-14.2,54.6872,25.2797,LT-VIL,Vilnius,32.2,0,LT,Lithuania
2023-12-30,1.1,-4.0,-1.0,54.8985,23.9036,LT-KAU,Kaunas,19.0,0,LT,Lithuania
2023-12-31,1.4,-2.9,-0.9,54.8985,23.9036,LT-KAU,Kaunas,18.9,0,LT,Lithuania
2024-01-01,1.2,-10.9,-5.4,54.8985,23.9036,LT-KAU,Kaunas,23.4,0,LT,Lithuania
2024-01-02,-10.4,-14.8,-13.2,54.8985,23.9036,LT-KAU,Kaunas,31.2,0,LT,Lithuania
2023-12-30,3.4,1.6,2.4,55.7172,21.1175,LT-KLA,Klaipeda,15.6,0,LT,Lithuania
2023-12-31,6.1,3.2,4.3,55.7172,21.1175,LT-KLA,Klaipeda,13.7,0,LT,Lithuania
2024-01-01,4.0,-6.5,-1.9,55.7172,21.1175,LT-KLA,Klaipeda,19.9,0,LT,Lithuania
2024-01-02,-5.1,-7.6,-6.3,55.7172,21.1175,LT-KLA,Klaipeda,24.3,0,LT,Lithuania
2023-12-30,-0.3,-7.1,-3.6,49.6116,6.1319,LU-LUX,Luxembourg City,21.6,0,LU,Luxembourg
2023-12-31,1.6,-2.8,-0.1,49.6116,6.1319,LU-LUX,Luxembourg City,18.1,0,LU,Luxembourg
2024-01-01,1.7,-0.1,0.9,49.6116,6.1319,LU-LUX,Luxembourg City,17.1,0,LU,Luxembourg
2024-01-02,5.3,-0.1,2.6,49.6116,6.1319,LU-LUX,Luxembourg City,15.4,0,LU,Luxembourg
2023-12-30,0.0,-6.6,-3.0,49.4958,5.9809,LU-ESC,Esch-sur-Alzette,21.0,0,LU,Luxembourg
2023-12-31,1.8,-2.3,0.4,49.4958,5.9809,LU-ESC,Esch-sur-Alzette,17.6,0,LU,Luxembourg
2024-01-01,2.2,0.1,1.4,49.4958,5.9809,LU-ESC,Esch-sur-Alzette,16.6,0,LU,Luxembourg
